id,year,name,state,district,votes,parties
2012_AL_01,2012,"Bonner, Jo",AL,01,196374,Republican
2012_AL_02,2012,"Roby, Martha",AL,02,180591,Republican
2012_AL_02,2012,"Ford, Therese",AL,02,103092,Democratic
2012_AL_03,2012,"Rogers, Mike",AL,03,175306,Republican
2012_AL_03,2012,"Harris, John Andrew",AL,03,98141,Democratic
2012_AL_04,2012,"Aderholt, Robert",AL,04,199071,Republican
2012_AL_04,2012,"Boman, Daniel H.",AL,04,69706,Democratic
2012_AL_05,2012,"Brooks, Mo",AL,05,189185,Republican
2012_AL_05,2012,"Holley, Charlie L.",AL,05,101772,Democratic
2012_AL_06,2012,"Bachus, Spencer",AL,06,219262,Republican
2012_AL_06,2012,"Bailey, Penny ""Colonel""",AL,06,88267,Democratic
2012_AL_07,2012,"Sewell, Terri A.",AL,07,232520,Democratic
2012_AL_07,2012,"Chamberlain, Don",AL,07,73835,Republican
2012_AK_00,2012,"Young, Don",AK,00,185296,Republican
2012_AK_00,2012,"Cissna, Sharon M.",AK,00,82927,Democratic
2012_AK_00,2012,"McDermott, Jim C.",AK,00,15028,Libertarian
2012_AK_00,2012,"Gianoutsos, Ted",AK,00,5589,Non-Affiliated
2012_AZ_01,2012,"Kirkpatrick, Ann",AZ,01,122774,Democratic
2012_AZ_01,2012,"Paton, Jonathan",AZ,01,113594,Republican
2012_AZ_01,2012,"Allen, Kim",AZ,01,15227,"Write-In,Libertarian,Libertarian"
2012_AZ_02,2012,"Barber, Ron",AZ,02,147338,Democratic
2012_AZ_02,2012,"McSally, Martha",AZ,02,144884,Republican
2012_AZ_02,2012,"Prowell, Anthony",AZ,02,57,Write-In
2012_AZ_03,2012,"Grijalva, Raúl M.",AZ,03,98468,Democratic
2012_AZ_03,2012,"Saucedo Mercer, Gabriela",AZ,03,62663,Republican
2012_AZ_03,2012,"Guerra, Blanca",AZ,03,7567,Libertarian
2012_AZ_04,2012,"Gosar, Raul",AZ,04,162907,Republican
2012_AZ_04,2012,"Robinson, Johnnie",AZ,04,69154,Democratic
2012_AZ_04,2012,"Pamelia, Joe",AZ,04,9306,Libertarian
2012_AZ_04,2012,"Grayson, Richard",AZ,04,2393,"Write-In,Americans Elect,Americans Elect"
2012_AZ_05,2012,"Salmon, Matt",AZ,05,183470,Republican
2012_AZ_05,2012,"Morgan, Spencer",AZ,05,89589,Democratic
2012_AZ_06,2012,"Schweikert, David",AZ,06,179706,Republican
2012_AZ_06,2012,"Jette, Matt",AZ,06,97666,Democratic
2012_AZ_06,2012,"Anderson, Jack",AZ,06,10167,Libertarian
2012_AZ_06,2012,"Salazar, Mark",AZ,06,5637,"Write-In,Green,Green"
2012_AZ_06,2012,"Ketover, James",AZ,06,1,Write-In
2012_AZ_07,2012,"Pastor, Ed",AZ,07,104489,Democratic
2012_AZ_07,2012,"Cobb, Joe",AZ,07,23338,Libertarian
2012_AZ_08,2012,"Franks, Trent",AZ,08,172809,Republican
2012_AZ_08,2012,"Scharer, Gene",AZ,08,95635,Democratic
2012_AZ_08,2012,"Dolgos, Stephen",AZ,08,4347,Americans Elect
2012_AZ_09,2012,"Sinema, Kyrsten",AZ,09,121881,Democratic
2012_AZ_09,2012,"Parker, Vernon B.",AZ,09,111630,Republican
2012_AZ_09,2012,"Gammill, Powell",AZ,09,16620,"Write-In,Libertarian,Libertarian"
2012_AZ_S,2012,"Flake, Jeff",AZ,S,1104457,Republican
2012_AZ_S,2012,"Carmona, Richard",AZ,S,1036542,Democratic
2012_AZ_S,2012,"Victor, Marc",AZ,S,102109,"Write-In,Libertarian,Libertarian"
2012_AZ_S,2012,"Watts, Stephen",AZ,S,290,Write-In
2012_AZ_S,2012,"Manspeaker, Don",AZ,S,24,Write-In
