id,year,name,state,district,votes,parties
2008_AL_01,2008,"Bonner, Jo",AL,01,210660,Republican
2008_AL_02,2008,"Bright, Bobby",AL,02,144368,Democratic
2008_AL_02,2008,"Love, Jay",AL,02,142578,Republican
2008_AL_03,2008,"Rogers, Mike",AL,03,142708,Republican
2008_AL_03,2008,"Segall, Joshua",AL,03,121080,Democratic
2008_AL_04,2008,"Aderholt, Robert",AL,04,196741,Republican
2008_AL_04,2008,"Sparks, Nicholas B.",AL,04,66077,Democratic
2008_AL_05,2008,"Griffith, Parker",AL,05,158324,Democratic
2008_AL_05,2008,"Parker, Wayne",AL,05,147314,Republican
2008_AL_06,2008,"Bachus, Spencer",AL,06,280902,Republican
2008_AL_07,2008,"Davis, Artur",AL,07,228518,Democratic
2008_AL_S,2008,"Sessions, Jeff",AL,S,1305383,Republican
2008_AL_S,2008,"Figures, Vivian Davis",AL,S,752391,Democratic
2008_AK_00,2008,"Young, Don E.",AK,00,158939,Republican
2008_AK_00,2008,"Berkowitz, Ethan A.",AK,00,142560,Democratic
2008_AK_00,2008,"Wright, Don R.",AK,00,14274,Alaskan Independence
2008_AK_S,2008,"Begich, Mark",AK,S,151767,Democratic
2008_AK_S,2008,"Stevens, Ted",AK,S,147814,Republican
2008_AK_S,2008,"Bird, Bob",AK,S,13197,Alaskan Independence
2008_AK_S,2008,"Haase, Fredrick D. ""David""",AK,S,2483,Libertarian
2008_AK_S,2008,"Gianoutsos, Ted",AK,S,1385,None
2008_AZ_01,2008,"Kirkpatrick, Ann",AZ,01,155791,Democratic
2008_AZ_01,2008,"Hay, Sydney",AZ,01,109924,Republican
2008_AZ_01,2008,"Maupin, Brent",AZ,01,9394,Independent
2008_AZ_01,2008,"Eichenauer, Thane",AZ,01,3678,"Write-In,Libertarian,Libertarian"
2008_AZ_02,2008,"Franks, Trent",AZ,02,200914,Republican
2008_AZ_02,2008,"Thrasher, John",AZ,02,125611,Democratic
2008_AZ_02,2008,"Gammill, Powell",AZ,02,7882,Libertarian
2008_AZ_02,2008,"Crum, William",AZ,02,3616,Green
2008_AZ_03,2008,"Shadegg, John",AZ,03,148800,Republican
2008_AZ_03,2008,"Lord, Bob",AZ,03,115759,Democratic
2008_AZ_03,2008,"Shoen, Michael",AZ,03,10602,Libertarian
2008_AZ_04,2008,"Pastor, Ed",AZ,04,89721,Democratic
2008_AZ_04,2008,"Karg, Don",AZ,04,26435,Republican
2008_AZ_04,2008,"DeWitt, Rebecca",AZ,04,4464,Green
2008_AZ_04,2008,"Cobb, Joe",AZ,04,3807,Libertarian
2008_AZ_05,2008,"Mitchell, Harry",AZ,05,149033,Democratic
2008_AZ_05,2008,"Schweikert, David",AZ,05,122165,Republican
2008_AZ_05,2008,"Severin, Warren",AZ,05,9158,Libertarian
2008_AZ_05,2008,"Hughes, Ralph",AZ,05,9,Write-In
2008_AZ_06,2008,"Flake, Jeff",AZ,06,208582,Republican
2008_AZ_06,2008,"Schneider, Rebecca",AZ,06,115457,Democratic
2008_AZ_06,2008,"Biondi, Rick",AZ,06,10137,Libertarian
2008_AZ_07,2008,"Grijalva, Raúl",AZ,07,124304,Democratic
2008_AZ_07,2008,"Sweeney, Joseph",AZ,07,64425,Republican
2008_AZ_07,2008,"Petrulsky, Raymond Patrick",AZ,07,7755,"Write-In,Libertarian,Libertarian"
2008_AZ_07,2008,"Meyer, Harley",AZ,07,5,Write-In
2008_AZ_08,2008,"Giffords, Gabrielle",AZ,08,179629,Democratic
2008_AZ_08,2008,"Bee, Tim",AZ,08,140553,Republican
2008_AZ_08,2008,"Davis, Paul",AZ,08,8081,"Write-In,Libertarian,Write-In"
2008_AZ_08,2008,"Price, Paul",AZ,08,3,Write-In
2008_AR_01,2008,"Berry, Marion",AR,01,Unopposed,Democratic
2008_AR_02,2008,"Snyder, Vic",AR,02,212303,Democratic
2008_AR_02,2008,"McFarland, Deb",AR,02,64398,Green
2008_AR_02,2008,"Suits, Danial",AR,02,665,Write-In
2008_AR_03,2008,"Boozman, John",AR,03,215196,Republican
2008_AR_03,2008,"Tomlinson, Abel Noah",AR,03,58850,Green
2008_AR_04,2008,"Ross, Mike",AR,04,203178,Democratic
2008_AR_04,2008,"Drake, Joshua",AR,04,32603,Green
2008_AR_S,2008,"Pryor, Mark",AR,S,804678,Democratic
